kalimat,kalimat_token
saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dana nya nunggu hari sekalian aja setahun baru tf dana nya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dana', 'nya', 'nunggu', 'hari', 'sekalian', 'aja', 'setahun', 'baru', 'tf', 'dana', 'nya']"
updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai juga susah,"['updateny', 'bagus', 'tpi', 'susah', 'skrng', 'dftr', 'kaipayny', 'udah', 'gitu', 'byar', 'pake', 'kai', 'juga', 'susah']"
aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
setelah update palah makin baik apk ringan lancar tidak lemot,"['setelah', 'update', 'palah', 'makin', 'baik', 'apk', 'ringan', 'lancar', 'tidak', 'lemot']"
aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
secara user interface lebih baik yang sebelumnya mungkin ya memang lebih terkesan modern atau bagus dipandang namun sedikit saran untuk bagian pemilihan tiket apabila semua tiket pada kategori tersebut habis makan seharusnya otomatis turun atau pindah ke bawah seperti dulu serta harusnya ada perubahan harga dari harga mulai dari menjadi tiket paling murah yang tersedia sehingga lebih memudahkan percarian tiket sesuai kebutuhan,"['secara', 'user', 'interface', 'lebih', 'baik', 'yang', 'sebelumnya', 'mungkin', 'ya', 'memang', 'lebih', 'terkesan', 'modern', 'atau', 'bagus', 'dipandang', 'namun', 'sedikit', 'saran', 'untuk', 'bagian', 'pemilihan', 'tiket', 'apabila', 'semua', 'tiket', 'pada', 'kategori', 'tersebut', 'habis', 'makan', 'seharusnya', 'otomatis', 'turun', 'atau', 'pindah', 'ke', 'bawah', 'seperti', 'dulu', 'serta', 'harusnya', 'ada', 'perubahan', 'harga', 'dari', 'harga', 'mulai', 'dari', 'menjadi', 'tiket', 'paling', 'murah', 'yang', 'tersedia', 'sehingga', 'lebih', 'memudahkan', 'percarian', 'tiket', 'sesuai', 'kebutuhan']"
sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pake apk tiket online yang lain,"['sangat', 'bermanfaat', 'mudah', 'sekali', 'untuk', 'memesan', 'tiket', 'kereta', 'dibanding', 'pake', 'apk', 'tiket', 'online', 'yang', 'lain']"
fiturnya lebih ribet membingungkan lebih simpel aplikasi sebelumnya,"['fiturnya', 'lebih', 'ribet', 'membingungkan', 'lebih', 'simpel', 'aplikasi', 'sebelumnya']"
semakin canggih ni apk sekarng kalo mau pesen tiket gausah nulis nama satu soalnya nama yang sudah pernah masuk keseimpen jadi tinggal nambahin,"['semakin', 'canggih', 'ni', 'apk', 'sekarng', 'kalo', 'mau', 'pesen', 'tiket', 'gausah', 'nulis', 'nama', 'satu', 'soalnya', 'nama', 'yang', 'sudah', 'pernah', 'masuk', 'keseimpen', 'jadi', 'tinggal', 'nambahin']"
setelah update jadi user friendly dan ga ribet qris juga udah ke detect waktu bayar ga perlua waktu laama buat bayarnya cpeet langsugn bisa sleesai,"['setelah', 'update', 'jadi', 'user', 'friendly', 'dan', 'ga', 'ribet', 'qris', 'juga', 'udah', 'ke', 'detect', 'waktu', 'bayar', 'ga', 'perlua', 'waktu', 'laama', 'buat', 'bayarnya', 'cpeet', 'langsugn', 'bisa', 'sleesai']"
saya pelanggan setia kai merasa paus dengan versi terbaruny memudahkan dlm segala hal pesan tiket mudah cek tiket kereta mudah bayrnya mudah fitur tambahan yng juga berguna bagi saya salutnya dg tambahan fitur yg banyak tpai masih lancar terus ga lemot lemot,"['saya', 'pelanggan', 'setia', 'kai', 'merasa', 'paus', 'dengan', 'versi', 'terbaruny', 'memudahkan', 'dlm', 'segala', 'hal', 'pesan', 'tiket', 'mudah', 'cek', 'tiket', 'kereta', 'mudah', 'bayrnya', 'mudah', 'fitur', 'tambahan', 'yng', 'juga', 'berguna', 'bagi', 'saya', 'salutnya', 'dg', 'tambahan', 'fitur', 'yg', 'banyak', 'tpai', 'masih', 'lancar', 'terus', 'ga', 'lemot', 'lemot']"
aplikasi update terbaru bagus tp saran baikny harga tiket yg sdh habis terjual taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung klu skrang kirain msh ada tiketny ternyata zonk,"['aplikasi', 'update', 'terbaru', 'bagus', 'tp', 'saran', 'baikny', 'harga', 'tiket', 'yg', 'sdh', 'habis', 'terjual', 'taruh', 'paling', 'bawah', 'seperti', 'aplikasi', 'sebelumnya', 'supaya', 'gx', 'bingung', 'klu', 'skrang', 'kirain', 'msh', 'ada', 'tiketny', 'ternyata', 'zonk']"
fitur menjadi lengkap namun sangat sulit untuk mengoprasikan fitur jadi tambah ribet gak efisien masih enak apk sebelum update gak ada fitur filter nama kereta tampilan jadi buruk banget lemot banget jadi gak fokus apk khusus kai,"['fitur', 'menjadi', 'lengkap', 'namun', 'sangat', 'sulit', 'untuk', 'mengoprasikan', 'fitur', 'jadi', 'tambah', 'ribet', 'gak', 'efisien', 'masih', 'enak', 'apk', 'sebelum', 'update', 'gak', 'ada', 'fitur', 'filter', 'nama', 'kereta', 'tampilan', 'jadi', 'buruk', 'banget', 'lemot', 'banget', 'jadi', 'gak', 'fokus', 'apk', 'khusus', 'kai']"
aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
ini bagaimana aplikasi barunya kok error saya mau pesan tiket jadi gabisa gara tiap mau bayar selalu time out padahal baru saja di klik tiba sudah time out sampai saya logout dan uninstall ulang tetep gabisa mau hapus akun saja sekalian juga gabisa alasannya karena ada tiket perjalanan yang blm selesai pdhl tidak ada sama sekali wong mau beli tiket baru aja gabisa kok gimana dong ini solusinya jadi susah mau beli tiket harus nyuruh adek saya pakai akunnya,"['ini', 'bagaimana', 'aplikasi', 'barunya', 'kok', 'error', 'saya', 'mau', 'pesan', 'tiket', 'jadi', 'gabisa', 'gara', 'tiap', 'mau', 'bayar', 'selalu', 'time', 'out', 'padahal', 'baru', 'saja', 'di', 'klik', 'tiba', 'sudah', 'time', 'out', 'sampai', 'saya', 'logout', 'dan', 'uninstall', 'ulang', 'tetep', 'gabisa', 'mau', 'hapus', 'akun', 'saja', 'sekalian', 'juga', 'gabisa', 'alasannya', 'karena', 'ada', 'tiket', 'perjalanan', 'yang', 'blm', 'selesai', 'pdhl', 'tidak', 'ada', 'sama', 'sekali', 'wong', 'mau', 'beli', 'tiket', 'baru', 'aja', 'gabisa', 'kok', 'gimana', 'dong', 'ini', 'solusinya', 'jadi', 'susah', 'mau', 'beli', 'tiket', 'harus', 'nyuruh', 'adek', 'saya', 'pakai', 'akunnya']"
tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun,"['tolong', 'atuh', 'perbaiki', 'kualitas', 'nya', 'kan', 'banyak', 'yang', 'pake', 'aplikasi', 'ini', 'seharusnya', 'lebih', 'ditingkatkan', 'lagi', 'jangan', 'tiba', 'tiba', 'keluar', 'sendiri', 'akun', 'nya', 'trs', 'susah', 'login', 'lagi', 'nya', 'loading', 'nya', 'lama', 'banget', 'ampun']"
banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses lebih running sama versi yang lama nya merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa sudah coba telpon dan tanya ke service center juga ga ada solusi sudah saya coba manual unistall kemudian download install lagi sama saja gabisa harus jadi perhatian dong ini,"['banyak', 'fitur', 'dan', 'pilihannya', 'tapi', 'gabusa', 'sama', 'saja', 'kalo', 'tidak', 'bisa', 'terakses', 'lebih', 'running', 'sama', 'versi', 'yang', 'lama', 'nya', 'merugikan', 'konsumen', 'apabila', 'ada', 'sesuatu', 'mendesak', 'dan', 'butuh', 'reshcedulle', 'tiket', 'tetapi', 'gabisa', 'sudah', 'coba', 'telpon', 'dan', 'tanya', 'ke', 'service', 'center', 'juga', 'ga', 'ada', 'solusi', 'sudah', 'saya', 'coba', 'manual', 'unistall', 'kemudian', 'download', 'install', 'lagi', 'sama', 'saja', 'gabisa', 'harus', 'jadi', 'perhatian', 'dong', 'ini']"
sangat lancar buat pesen tiket kereta bookng hotel juga bisa lewat kai sekrang,"['sangat', 'lancar', 'buat', 'pesen', 'tiket', 'kereta', 'bookng', 'hotel', 'juga', 'bisa', 'lewat', 'kai', 'sekrang']"
setelag update aplikasi menjadi sangat lemot di semua fiturnya terutama di fitur tiket saya tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket cetak boarding dan fitur kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya mungkin seharusnya dicoba terlebih dahulu di internal kai jangan langsung main update tetapi aplikasi belum bisa maksimal,"['setelag', 'update', 'aplikasi', 'menjadi', 'sangat', 'lemot', 'di', 'semua', 'fiturnya', 'terutama', 'di', 'fitur', 'tiket', 'saya', 'tiket', 'yang', 'sudah', 'dibeli', 'lama', 'sekali', 'bufferingnya', 'menyebabkan', 'kelamaan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'boarding', 'dan', 'fitur', 'kereta', 'untuk', 'membeli', 'tiker', 'antar', 'kotapun', 'demikian', 'begitu', 'lemot', 'bufferingnya', 'mungkin', 'seharusnya', 'dicoba', 'terlebih', 'dahulu', 'di', 'internal', 'kai', 'jangan', 'langsung', 'main', 'update', 'tetapi', 'aplikasi', 'belum', 'bisa', 'maksimal']"
diupdate malah bisa beli tiket dg mudah lancar terus ui nya yg diperbaiki jg lebih keren lebih baik dari versi yg lama versi yg baru bagus banget performanya,"['diupdate', 'malah', 'bisa', 'beli', 'tiket', 'dg', 'mudah', 'lancar', 'terus', 'ui', 'nya', 'yg', 'diperbaiki', 'jg', 'lebih', 'keren', 'lebih', 'baik', 'dari', 'versi', 'yg', 'lama', 'versi', 'yg', 'baru', 'bagus', 'banget', 'performanya']"
tampilan yg sekarang bagus dan mudah sangat nyaman,"['tampilan', 'yg', 'sekarang', 'bagus', 'dan', 'mudah', 'sangat', 'nyaman']"
saya beli tiket tapi koo bayarnya dobel saya isi saldo kai pay rb harga tiket kereta api lokal saya beli tiket untuk orng saja kok tiba saldo saya tinggal kok pembayaran bisa dobel begituu tolonggg pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tapi', 'koo', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'rb', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orng', 'saja', 'kok', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begituu', 'tolonggg', 'pihak', 'kai', 'kejelasaannya']"
saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dana nya nunggu hari sekalian aja setahun baru tf dana nya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dana', 'nya', 'nunggu', 'hari', 'sekalian', 'aja', 'setahun', 'baru', 'tf', 'dana', 'nya']"
kalo dibandingin kai yg dulu sama sekarang beda bgt dari segi performa nya makin lancar dari pesen tiket bayarnya tmpilannya menarik juga ditambah fitur terbaru yg bermanfaat bangett menurut saya,"['kalo', 'dibandingin', 'kai', 'yg', 'dulu', 'sama', 'sekarang', 'beda', 'bgt', 'dari', 'segi', 'performa', 'nya', 'makin', 'lancar', 'dari', 'pesen', 'tiket', 'bayarnya', 'tmpilannya', 'menarik', 'juga', 'ditambah', 'fitur', 'terbaru', 'yg', 'bermanfaat', 'bangett', 'menurut', 'saya']"
kalo ga butuh ma akses kereta ini males bgt dah make app ini minggu ini loading trs eror trs mana org tuh buru ini bner bkin emosi pas nyampe stasiun disuruh ke loket dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru kalo org gbs beli diloket ya benerin dong tu app jgn ngerugiin waktu orang,"['kalo', 'ga', 'butuh', 'ma', 'akses', 'kereta', 'ini', 'males', 'bgt', 'dah', 'make', 'app', 'ini', 'minggu', 'ini', 'loading', 'trs', 'eror', 'trs', 'mana', 'org', 'tuh', 'buru', 'ini', 'bner', 'bkin', 'emosi', 'pas', 'nyampe', 'stasiun', 'disuruh', 'ke', 'loket', 'dari', 'loket', 'disuruh', 'ke', 'petugas', 'dpn', 'bner', 'nyebelin', 'bgt', 'sampe', 'ketinggalan', 'jadwal', 'kereta', 'dong', 'mana', 'lg', 'buru', 'kalo', 'org', 'gbs', 'beli', 'diloket', 'ya', 'benerin', 'dong', 'tu', 'app', 'jgn', 'ngerugiin', 'waktu', 'orang']"
udah update ui yang baru tapi kualitas makin buruk mau lihat jadwal krl dari jalur rangkas tanah abang aja gak bisa,"['udah', 'update', 'ui', 'yang', 'baru', 'tapi', 'kualitas', 'makin', 'buruk', 'mau', 'lihat', 'jadwal', 'krl', 'dari', 'jalur', 'rangkas', 'tanah', 'abang', 'aja', 'gak', 'bisa']"
pake aplikasi dulu setiap mau pesan tiket sering gagal tapi diaplikasi sekarang selalu berhasil dna lebih cepet juga tidak lemot,"['pake', 'aplikasi', 'dulu', 'setiap', 'mau', 'pesan', 'tiket', 'sering', 'gagal', 'tapi', 'diaplikasi', 'sekarang', 'selalu', 'berhasil', 'dna', 'lebih', 'cepet', 'juga', 'tidak', 'lemot']"
saya senang dengan pembaruan aplikasi ini karena di aplikasi kai accesa saat ini saya bisa melakukan update no hp karena di aplikasi sebelumnya tidak bisa dan sering gagal di tambah fitur terbaru nya yg sangat membantu pengguna nya buat performanya juga makin canggih dan makin cepet,"['saya', 'senang', 'dengan', 'pembaruan', 'aplikasi', 'ini', 'karena', 'di', 'aplikasi', 'kai', 'accesa', 'saat', 'ini', 'saya', 'bisa', 'melakukan', 'update', 'no', 'hp', 'karena', 'di', 'aplikasi', 'sebelumnya', 'tidak', 'bisa', 'dan', 'sering', 'gagal', 'di', 'tambah', 'fitur', 'terbaru', 'nya', 'yg', 'sangat', 'membantu', 'pengguna', 'nya', 'buat', 'performanya', 'juga', 'makin', 'canggih', 'dan', 'makin', 'cepet']"
parah enak versi dulu dulu gabingung mau liat tiket yang udah dipesan dimana sekarang kebanyakan printilan yang ga guna banget sumpahhhh,"['parah', 'enak', 'versi', 'dulu', 'dulu', 'gabingung', 'mau', 'liat', 'tiket', 'yang', 'udah', 'dipesan', 'dimana', 'sekarang', 'kebanyakan', 'printilan', 'yang', 'ga', 'guna', 'banget', 'sumpahhhh']"
setelah update yang terbaru tampilan oke kualitasnya juga bagus banget load pas buka appnya juga ga lama pas mau ke pembayaran juga lancar banget pembayarannya dapat dilakukan dengan mudah ini nih aplikasi yang kita butuhkan cepet simple dan mudah,"['setelah', 'update', 'yang', 'terbaru', 'tampilan', 'oke', 'kualitasnya', 'juga', 'bagus', 'banget', 'load', 'pas', 'buka', 'appnya', 'juga', 'ga', 'lama', 'pas', 'mau', 'ke', 'pembayaran', 'juga', 'lancar', 'banget', 'pembayarannya', 'dapat', 'dilakukan', 'dengan', 'mudah', 'ini', 'nih', 'aplikasi', 'yang', 'kita', 'butuhkan', 'cepet', 'simple', 'dan', 'mudah']"
diupdate malah bisa beli tiket dg mudah lancar terus ui nya yg diperbaiki jg lebih keren lebih baik dari versi yg lama versi yg baru bagus banget performanya,"['diupdate', 'malah', 'bisa', 'beli', 'tiket', 'dg', 'mudah', 'lancar', 'terus', 'ui', 'nya', 'yg', 'diperbaiki', 'jg', 'lebih', 'keren', 'lebih', 'baik', 'dari', 'versi', 'yg', 'lama', 'versi', 'yg', 'baru', 'bagus', 'banget', 'performanya']"
setelah update jadi user friendly dan ga ribet qris juga udah ke detect waktu bayar ga perlua waktu laama buat bayarnya cpeet langsugn bisa sleesai,"['setelah', 'update', 'jadi', 'user', 'friendly', 'dan', 'ga', 'ribet', 'qris', 'juga', 'udah', 'ke', 'detect', 'waktu', 'bayar', 'ga', 'perlua', 'waktu', 'laama', 'buat', 'bayarnya', 'cpeet', 'langsugn', 'bisa', 'sleesai']"
di perbaharui malah susah di buka nyusahin,"['di', 'perbaharui', 'malah', 'susah', 'di', 'buka', 'nyusahin']"
kai update otomatis di hp saya seltah saya buka dan ccoba versi barunya emang lebih user freandly syaa juga langsung pesan tiket untk kebernagkatan ke surabaya dg commuterline wah dari pencarian pemesanan dan bayarnya mudah bettt lancar suwun kai,"['kai', 'update', 'otomatis', 'di', 'hp', 'saya', 'seltah', 'saya', 'buka', 'dan', 'ccoba', 'versi', 'barunya', 'emang', 'lebih', 'user', 'freandly', 'syaa', 'juga', 'langsung', 'pesan', 'tiket', 'untk', 'kebernagkatan', 'ke', 'surabaya', 'dg', 'commuterline', 'wah', 'dari', 'pencarian', 'pemesanan', 'dan', 'bayarnya', 'mudah', 'bettt', 'lancar', 'suwun', 'kai']"
udah maakin lancar ga lemot lagi tapi tampilan masih enak dulu tampilan sekarang kayak pelangi perpaduan warna kurang cocok,"['udah', 'maakin', 'lancar', 'ga', 'lemot', 'lagi', 'tapi', 'tampilan', 'masih', 'enak', 'dulu', 'tampilan', 'sekarang', 'kayak', 'pelangi', 'perpaduan', 'warna', 'kurang', 'cocok']"
tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
fitur kai pay ada scan qr tapi tidak berfungsi apa apa tidak bisa untuk pembayaran scan qr saya yang salah atau aplikasinya yang salah ya padahal ads saldo lumayan disitu sisa dari pembelian tiket,"['fitur', 'kai', 'pay', 'ada', 'scan', 'qr', 'tapi', 'tidak', 'berfungsi', 'apa', 'apa', 'tidak', 'bisa', 'untuk', 'pembayaran', 'scan', 'qr', 'saya', 'yang', 'salah', 'atau', 'aplikasinya', 'yang', 'salah', 'ya', 'padahal', 'ads', 'saldo', 'lumayan', 'disitu', 'sisa', 'dari', 'pembelian', 'tiket']"
mata saya lebih nyaman dengan warna biru khas kai daripada yang ungu,"['mata', 'saya', 'lebih', 'nyaman', 'dengan', 'warna', 'biru', 'khas', 'kai', 'daripada', 'yang', 'ungu']"
sejak diupdate malah makin mudah aplikasinya ga lemot lagi mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang update terbaru ini sangat membantu saya puas,"['sejak', 'diupdate', 'malah', 'makin', 'mudah', 'aplikasinya', 'ga', 'lemot', 'lagi', 'mudah', 'sekali', 'ketika', 'cek', 'tiket', 'dan', 'ketika', 'menyelesaikan', 'step', 'by', 'step', 'setelah', 'isi', 'data', 'penumpang', 'update', 'terbaru', 'ini', 'sangat', 'membantu', 'saya', 'puas']"
aplikasi nya sangat lemot saya batal terus saat mau bayar karna loading nya lama sampai waktu limit pembayaran nya habis,"['aplikasi', 'nya', 'sangat', 'lemot', 'saya', 'batal', 'terus', 'saat', 'mau', 'bayar', 'karna', 'loading', 'nya', 'lama', 'sampai', 'waktu', 'limit', 'pembayaran', 'nya', 'habis']"
dari segi performa kai accsess terbaru lbih baik daripada seblumnya booking tiekt makin mudah dan bayarnya bisa pake qris ada fiturbuat pesen hotel juga lengkap,"['dari', 'segi', 'performa', 'kai', 'accsess', 'terbaru', 'lbih', 'baik', 'daripada', 'seblumnya', 'booking', 'tiekt', 'makin', 'mudah', 'dan', 'bayarnya', 'bisa', 'pake', 'qris', 'ada', 'fiturbuat', 'pesen', 'hotel', 'juga', 'lengkap']"
tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
kai access yang udah di update errornya udah ngga erorr udah normal semua mulai pesen tiket pembayaran dll nya,"['kai', 'access', 'yang', 'udah', 'di', 'update', 'errornya', 'udah', 'ngga', 'erorr', 'udah', 'normal', 'semua', 'mulai', 'pesen', 'tiket', 'pembayaran', 'dll', 'nya']"
cari tiket nya jadi sedikit menyusahkan harus drop down dulu kurang jelas tiket mana yg available lebih jelas tampilan di versi sblm nya dan jadi tidak bisa sorting tiket yg available menurut harga dsb yg tersorting hanya judul besar tiket saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya menurut saya itu sudah sangat jelas,"['cari', 'tiket', 'nya', 'jadi', 'sedikit', 'menyusahkan', 'harus', 'drop', 'down', 'dulu', 'kurang', 'jelas', 'tiket', 'mana', 'yg', 'available', 'lebih', 'jelas', 'tampilan', 'di', 'versi', 'sblm', 'nya', 'dan', 'jadi', 'tidak', 'bisa', 'sorting', 'tiket', 'yg', 'available', 'menurut', 'harga', 'dsb', 'yg', 'tersorting', 'hanya', 'judul', 'besar', 'tiket', 'saran', 'nya', 'mungkin', 'dikembalikan', 'saja', 'tampilan', 'tiket', 'nya', 'seperti', 'versi', 'sebelumnya', 'menurut', 'saya', 'itu', 'sudah', 'sangat', 'jelas']"
dalam proses pemesanan tiket lebih ribet dan memakan waktu yang lebih lama daripada versi yang dulu,"['dalam', 'proses', 'pemesanan', 'tiket', 'lebih', 'ribet', 'dan', 'memakan', 'waktu', 'yang', 'lebih', 'lama', 'daripada', 'versi', 'yang', 'dulu']"
setelah update gak ada masalah login aman cek fitur lain aman aplikasi nya lebih smooth padahal hpku kentang lho,"['setelah', 'update', 'gak', 'ada', 'masalah', 'login', 'aman', 'cek', 'fitur', 'lain', 'aman', 'aplikasi', 'nya', 'lebih', 'smooth', 'padahal', 'hpku', 'kentang', 'lho']"
performany sedikit lebih baik darisebelumnya,"['performany', 'sedikit', 'lebih', 'baik', 'darisebelumnya']"
apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari pesen tiektnya,"['apk', 'versi', 'lama', 'suka', 'lama', 'kalo', 'udah', 'masuk', 'ke', 'pembayaran', 'tapi', 'versi', 'baru', 'ini', 'jadi', 'lebih', 'lancr', 'dan', 'mduah', 'buat', 'cari', 'pesen', 'tiektnya']"
masih bagus yang lama setelah di update malah bobrok,"['masih', 'bagus', 'yang', 'lama', 'setelah', 'di', 'update', 'malah', 'bobrok']"
sejak diupdate malah makin mudah aplikasinya ga lemot lagi mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang update terbaru ini sangat membantu saya puas,"['sejak', 'diupdate', 'malah', 'makin', 'mudah', 'aplikasinya', 'ga', 'lemot', 'lagi', 'mudah', 'sekali', 'ketika', 'cek', 'tiket', 'dan', 'ketika', 'menyelesaikan', 'step', 'by', 'step', 'setelah', 'isi', 'data', 'penumpang', 'update', 'terbaru', 'ini', 'sangat', 'membantu', 'saya', 'puas']"
sudah sesuai harapan,"['sudah', 'sesuai', 'harapan']"
solusi pembelian tiket kereta api yang mudah,"['solusi', 'pembelian', 'tiket', 'kereta', 'api', 'yang', 'mudah']"
setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline suka dg versi baru kai performnya meningkt jadi lebih cepet,"['setelah', 'update', 'tampilan', 'lebih', 'colourfull', 'lebih', 'lengkap', 'bahkan', 'jadwal', 'commuterline', 'suka', 'dg', 'versi', 'baru', 'kai', 'performnya', 'meningkt', 'jadi', 'lebih', 'cepet']"
tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
memudahkan dalam traveling cepat juga pendukung buat yg suka travelling,"['memudahkan', 'dalam', 'traveling', 'cepat', 'juga', 'pendukung', 'buat', 'yg', 'suka', 'travelling']"
jelek benar jelek saya sampai ga bisa kerja tetap waktu karena sulitnya pesan tiket dari aplikasi ini mending balikin ke yang sebelumnya ga ribet yang ini loadingnya bikin darah tinggi,"['jelek', 'benar', 'jelek', 'saya', 'sampai', 'ga', 'bisa', 'kerja', 'tetap', 'waktu', 'karena', 'sulitnya', 'pesan', 'tiket', 'dari', 'aplikasi', 'ini', 'mending', 'balikin', 'ke', 'yang', 'sebelumnya', 'ga', 'ribet', 'yang', 'ini', 'loadingnya', 'bikin', 'darah', 'tinggi']"
update nya bagus tapi lebih bagus lagi kalau ada tema warna gelap,"['update', 'nya', 'bagus', 'tapi', 'lebih', 'bagus', 'lagi', 'kalau', 'ada', 'tema', 'warna', 'gelap']"
lebih baik jangan di update dulu memang dari segi ui bagus cuma masih banyak eror,"['lebih', 'baik', 'jangan', 'di', 'update', 'dulu', 'memang', 'dari', 'segi', 'ui', 'bagus', 'cuma', 'masih', 'banyak', 'eror']"
setelah update aplikasi sering bermasalah tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block jam karena terlalu sering masukkan kode otp ingin melakukan pembayaran melalui qris namun kode qris tidak kunjung muncul sehingga tidak bisa bayar tiket jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah tertukar antara laki dan perempuan untuk semua penumpang,"['setelah', 'update', 'aplikasi', 'sering', 'bermasalah', 'tidak', 'bisa', 'login', 'ke', 'aplikasi', 'setelah', 'pengisian', 'kode', 'otp', 'karena', 'selalu', 'loading', 'sehingga', 'harus', 'menunggu', 'di', 'block', 'jam', 'karena', 'terlalu', 'sering', 'masukkan', 'kode', 'otp', 'ingin', 'melakukan', 'pembayaran', 'melalui', 'qris', 'namun', 'kode', 'qris', 'tidak', 'kunjung', 'muncul', 'sehingga', 'tidak', 'bisa', 'bayar', 'tiket', 'jenis', 'kelamin', 'sudah', 'diubah', 'namun', 'setelah', 'direfresh', 'kembali', 'lagi', 'ke', 'jenis', 'kelamin', 'yang', 'salah', 'tertukar', 'antara', 'laki', 'dan', 'perempuan', 'untuk', 'semua', 'penumpang']"
fitur kai pay ada scan qr tapi tidak berfungsi apa apa tidak bisa untuk pembayaran scan qr saya yang salah atau aplikasinya yang salah ya padahal ads saldo lumayan disitu sisa dari pembelian tiket,"['fitur', 'kai', 'pay', 'ada', 'scan', 'qr', 'tapi', 'tidak', 'berfungsi', 'apa', 'apa', 'tidak', 'bisa', 'untuk', 'pembayaran', 'scan', 'qr', 'saya', 'yang', 'salah', 'atau', 'aplikasinya', 'yang', 'salah', 'ya', 'padahal', 'ads', 'saldo', 'lumayan', 'disitu', 'sisa', 'dari', 'pembelian', 'tiket']"
sekelas aplikasi pemerintah jeleknya minta ampun server jelek,"['sekelas', 'aplikasi', 'pemerintah', 'jeleknya', 'minta', 'ampun', 'server', 'jelek']"
